url,class,Armorer,Athletics,Blade,Block,Blunt,Hand to Hand,Heavy Armor,Alchemy,Alteration,Conjuration,Destruction,Illusion,Mysticism,Restoration,Acrobatics,Light Armor,Marksman,Mercantile,Security,Sneak,Speechcraft,Strength,Intelligence,Willpower,Agility,Speed,Endurance,Personality,Luck
https://www.elderstats.com/character/198,Archer,54,57,92,41,43,38,47,22,35,60,39,39,55,55,31,86,58,20,63,54,17,79,81,80,72,61,61,52,60
https://www.elderstats.com/character/201,Archer,41,49,73,28,34,36,21,20,28,36,37,6,25,31,25,68,47,21,64,49,15,61,66,63,61,53,50,50,60
https://www.elderstats.com/character/203,Mage,5,39,7,6,5,6,5,100,68,100,100,68,61,100,55,7,5,38,12,7,49,30,100,100,40,96,30,96,62
https://www.elderstats.com/character/204,Archer,27,39,56,54,18,17,31,52,17,31,61,136,29,52,73,76,81,34,87,120,17,210,304,122,97,80,103,101,84
https://www.elderstats.com/character/245,Acrobat,60,24,100,86,38,15,89,56,5,6,23,11,11,58,76,53,54,43,45,61,52,69,65,62,64,61,69,61,62
https://www.elderstats.com/character/249,Crusader,33,30,47,9,39,13,47,14,2,6,39,7,11,12,28,19,10,26,12,9,13,63,41,36,40,50,63,30,50
https://www.elderstats.com/character/252,Thief,35,68,79,23,13,52,25,100,25,78,87,42,35,100,95,100,100,75,83,100,32,81,79,40,100,100,45,39,50
https://www.elderstats.com/character/255,Assassin,84,65,101,42,35,64,51,81,69,72,55,93,50,42,112,100,100,48,81,115,31,120,99,106,100,120,100,84,60
https://www.elderstats.com/character/257,Spellsword,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,51,49,100,53,50
https://www.elderstats.com/character/259,Mage,9,21,11,5,5,6,5,37,40,68,46,43,40,45,11,18,8,16,12,30,14,30,71,68,30,40,38,44,50
https://www.elderstats.com/character/263,Mage,47,63,60,34,6,30,46,44,100,100,100,100,53,65,62,66,36,24,69,45,5,37,100,100,67,64,46,88,53
https://www.elderstats.com/character/290,Knight,72,61,100,56,54,34,100,79,80,25,20,88,35,40,34,54,8,36,36,69,28,99,82,62,53,50,99,59,50
https://www.elderstats.com/character/295,Assassin,36,43,54,14,8,22,12,97,38,6,21,21,30,27,58,70,46,32,57,105,12,79,76,58,90,82,46,40,50
https://www.elderstats.com/character/298,Mage,47,64,67,20,10,22,54,100,97,110,110,100,76,64,87,58,42,48,42,35,25,92,110,100,70,99,66,57,53
https://www.elderstats.com/character/310,Archer,100,86,100,70,100,77,100,63,5,6,24,6,6,84,47,100,73,24,38,46,29,76,85,93,87,93,90,34,50
https://www.elderstats.com/character/312,Mage,100,83,100,72,93,38,98,100,100,100,51,100,100,42,100,67,53,56,96,100,49,52,100,100,40,40,58,40,79
https://www.elderstats.com/character/314,Warrior,50,150,110,100,40,20,100,10,10,10,70,10,10,10,100,50,40,70,80,70,30,90,90,90,90,90,90,30,80
https://www.elderstats.com/character/324,Battlemage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,70,59,41,49,30,48,50
https://www.elderstats.com/character/336,Mage,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,40,100,100,30,30,75,40,50
https://www.elderstats.com/character/337,Assassin,48,60,63,50,27,25,48,37,41,23,27,30,31,38,70,73,81,30,63,79,34,91,69,50,122,110,82,51,60
https://www.elderstats.com/character/343,Acrobat,38,49,68,51,21,13,39,65,18,9,22,11,17,42,40,73,85,28,59,100,75,69,52,52,98,66,65,33,58
https://www.elderstats.com/character/347,Mage,53,100,80,35,23,7,10,100,100,100,100,100,100,100,100,80,17,56,69,58,74,96,100,100,99,89,95,84,55
https://www.elderstats.com/character/373,Mage,9,21,16,13,5,10,13,66,37,32,50,42,37,34,13,10,6,23,18,16,15,45,73,58,42,42,40,38,50
https://www.elderstats.com/character/391,Battlemage,0,0,28,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,62,75,64,52,59,45,52,50
https://www.elderstats.com/character/401,Knight,75,66,106,80,56,38,95,26,46,33,32,110,30,49,60,25,35,29,56,67,69,105,81,98,78,57,65,55,50
https://www.elderstats.com/character/410,Battlemage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,64,40,81,68,100,74,51
https://www.elderstats.com/character/417,Mage,5,14,5,5,5,5,5,35,35,42,35,35,40,40,13,6,5,7,9,9,9,40,55,55,30,30,30,40,50
https://www.elderstats.com/character/418,Spellsword,15,41,66,75,14,13,94,15,63,13,72,80,29,36,50,16,12,25,68,73,26,77,63,62,47,62,95,54,50
https://www.elderstats.com/character/419,Warrior,86,79,43,72,100,50,100,55,5,6,6,6,7,8,40,23,5,39,69,26,26,100,42,52,44,72,100,65,50
https://www.elderstats.com/character/450,Mage,58,45,32,24,9,10,33,90,79,100,100,55,57,66,61,43,15,17,33,29,22,46,100,100,52,81,70,60,54
https://www.elderstats.com/character/456,Rogue,27,46,59,52,33,25,59,25,5,5,5,25,5,36,14,31,6,35,19,8,12,68,37,33,47,53,75,36,55
https://www.elderstats.com/character/459,Mage,1,27,38,22,1,6,10,85,44,44,72,64,21,33,26,24,0,7,35,29,5,45,93,40,42,55,52,43,61
https://www.elderstats.com/character/463,Thief,40,72,88,36,30,38,60,53,47,50,30,59,45,88,79,92,28,90,96,102,60,70,100,65,100,86,72,76,95
https://www.elderstats.com/character/465,Mage,5,6,12,5,5,5,5,51,50,66,42,43,60,51,5,5,5,5,5,6,5,40,83,93,30,30,45,45,53
https://www.elderstats.com/character/472,Mage,10,15,5,5,5,4,5,39,39,43,39,36,40,44,17,17,5,13,15,7,14,40,55,60,30,35,30,40,51
https://www.elderstats.com/character/490,Crusader,37,94,110,49,68,100,100,11,26,18,93,13,16,88,77,18,13,20,73,38,25,112,72,98,37,95,108,66,68
https://www.elderstats.com/character/491,Assassin,33,56,75,31,6,19,10,100,8,75,29,50,11,36,100,91,59,34,66,100,25,95,97,60,102,130,48,54,60
https://www.elderstats.com/character/493,Assassin,4,35,32,11,3,8,10,5,3,6,18,5,5,15,53,55,40,13,55,65,12,55,38,28,83,71,32,43,50
https://www.elderstats.com/character/497,Spellsword,15,0,88,33,32,0,0,99,39,0,54,0,0,0,100,0,0,0,0,0,0,85,86,63,53,57,52,53,44
https://www.elderstats.com/character/520,Assassin,57,75,100,52,11,44,59,100,25,14,31,60,28,70,110,100,71,38,100,135,39,101,81,85,76,97,99,86,76
https://www.elderstats.com/character/521,Knight,29,55,82,34,25,17,56,37,10,40,46,12,12,11,49,38,51,20,68,65,47,92,47,42,72,63,81,34,50
https://www.elderstats.com/character/525,Assassin,12,32,42,11,4,3,1,68,5,5,15,5,5,37,64,72,78,21,58,47,5,61,47,36,100,100,58,34,60
https://www.elderstats.com/character/529,Agent,17,43,0,0,14,15,19,63,21,10,13,34,10,15,0,49,60,49,29,69,57,40,60,30,92,70,40,56,60
https://www.elderstats.com/character/536,Assassin,6,44,55,4,26,17,36,25,7,9,17,8,7,36,63,70,32,28,41,38,33,64,46,47,34,58,56,54,51
https://www.elderstats.com/character/541,Archer,114,106,82,53,30,27,94,73,28,33,41,11,31,57,70,99,74,55,109,104,54,105,88,81,121,141,120,77,96
https://www.elderstats.com/character/553,Warrior,42,39,52,44,47,31,57,28,19,6,24,6,5,28,18,28,24,11,16,25,8,79,35,70,63,55,69,30,51
https://www.elderstats.com/character/566,Nightblade,88,80,100,58,12,15,16,77,90,22,96,16,21,97,57,100,8,22,26,12,10,79,92,100,50,78,100,42,50
https://www.elderstats.com/character/575,Mage,42,31,26,13,5,21,7,100,76,100,100,75,86,62,30,39,10,15,25,100,51,58,100,100,51,44,52,70,52
https://www.elderstats.com/character/576,Battlemage,80,60,75,70,60,74,83,70,60,57,68,71,45,47,40,30,50,49,60,70,40,100,50,70,40,60,60,40,55
https://www.elderstats.com/character/627,Assassin,14,26,87,3,1,65,1,100,44,70,62,68,52,62,100,100,100,63,76,100,45,100,100,71,100,100,62,34,63
https://www.elderstats.com/character/639,Mage,24,32,49,27,19,11,15,51,12,49,71,44,47,57,36,56,51,19,94,36,20,55,65,82,56,58,57,53,50
https://www.elderstats.com/character/655,Knight,100,76,90,48,82,44,100,100,12,17,36,32,30,32,53,29,17,61,52,24,100,100,51,57,67,88,95,48,50
https://www.elderstats.com/character/665,Barbarian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,44,64,50,85,100,50,50
https://www.elderstats.com/character/667,Assassin,14,36,51,9,9,10,6,28,6,14,18,13,17,16,51,66,48,32,56,50,15,57,51,34,70,98,55,45,60
https://www.elderstats.com/character/733,Thief,5,32,10,5,5,15,5,5,5,5,5,5,5,5,44,35,31,10,35,35,32,30,40,30,65,55,40,40,60
https://www.elderstats.com/character/746,Mage,5,5,5,5,5,5,5,100,100,110,110,100,100,110,70,5,5,50,50,70,5,70,125,100,30,45,30,100,50
https://www.elderstats.com/character/747,Assassin,12,37,56,13,10,14,20,47,8,100,18,50,50,25,61,62,70,32,93,100,24,76,63,35,100,100,40,48,60
https://www.elderstats.com/character/750,Battlemage,68,45,7,50,63,10,81,17,99,119,113,62,36,12,36,11,10,29,48,6,8,170,120,195,45,40,190,30,49
https://www.elderstats.com/character/753,Assassin,53,50,51,47,24,28,27,73,49,33,28,31,40,45,41,67,60,42,36,67,45,46,60,45,85,50,70,40,50
https://www.elderstats.com/character/759,Assassin,79,86,100,96,90,97,89,100,89,100,89,100,89,76,76,98,79,73,74,81,86,110,95,89,92,78,82,79,67
https://www.elderstats.com/character/820,Bard,41,73,100,61,62,16,44,29,3,9,15,58,19,36,100,100,32,46,99,100,89,100,53,41,53,100,90,76,50
https://www.elderstats.com/character/822,Barbarian,34,53,59,45,40,44,36,9,5,8,31,6,6,28,27,54,11,8,20,17,8,61,44,50,49,68,67,40,50
https://www.elderstats.com/character/824,Warrior,0,84,96,71,37,26,110,68,30,30,42,38,38,43,55,31,11,33,83,32,18,106,69,80,62,48,108,42,50
https://www.elderstats.com/character/834,Warrior,100,96,101,74,43,62,100,18,4,8,7,11,42,65,46,25,11,30,64,33,16,140,69,78,66,90,110,55,52
https://www.elderstats.com/character/863,Assassin,44,34,31,10,3,6,8,44,16,6,14,8,5,22,42,43,53,22,43,60,31,36,45,35,80,72,55,30,60
https://www.elderstats.com/character/865,Mage,8,41,34,25,11,11,62,40,93,100,100,100,83,55,38,28,8,16,55,28,11,100,137,132,100,102,95,120,108
https://www.elderstats.com/character/870,Thief,34,28,27,21,11,6,5,41,15,11,28,11,17,22,46,61,56,63,43,56,60,63,57,51,58,63,60,53,50
https://www.elderstats.com/character/875,Thief,8,23,12,5,5,6,5,39,10,5,5,5,5,14,43,39,44,31,38,50,33,36,45,30,74,75,30,40,60
https://www.elderstats.com/character/881,Knight,100,100,100,108,79,68,110,68,28,8,50,86,27,12,103,20,16,75,84,81,41,470,100,100,376,110,120,100,100
https://www.elderstats.com/character/929,Mage,18,44,39,15,17,19,33,56,100,100,62,76,46,39,44,37,16,23,76,22,16,46,98,97,54,65,47,59,50
https://www.elderstats.com/character/946,Knight,100,100,100,100,100,71,100,41,8,29,23,100,17,43,100,27,62,37,100,98,61,100,47,42,100,81,100,58,90
https://www.elderstats.com/character/948,Mage,100,100,100,100,100,100,100,100,100,110,110,100,100,110,100,100,100,100,100,100,100,100,110,100,100,100,100,100,100
https://www.elderstats.com/character/949,Barbarian,56,36,61,50,40,30,20,5,5,5,8,5,5,15,17,80,17,15,10,9,10,73,30,42,46,73,66,35,50
https://www.elderstats.com/character/954,Mage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,74,28,39,53,74,68,64
https://www.elderstats.com/character/972,Warrior,100,100,100,76,100,91,100,5,23,14,24,24,6,46,59,32,13,53,108,54,57,100,59,82,93,100,100,84,61
https://www.elderstats.com/character/979,Agent,5,16,5,6,5,11,5,15,10,8,6,27,6,9,49,27,44,30,30,41,31,30,34,24,65,60,42,35,60
https://www.elderstats.com/character/981,Mage,5,5,5,5,35,10,35,30,30,30,36,45,40,30,10,5,5,8,6,5,5,30,45,35,50,40,30,50,50
https://www.elderstats.com/character/983,Crusader,100,46,100,100,100,14,100,5,5,5,100,14,5,100,102,100,100,23,67,102,5,100,56,96,100,100,100,53,73
https://www.elderstats.com/character/987,Battlemage,100,67,100,100,18,17,100,75,100,55,100,100,100,100,49,15,14,39,74,77,44,100,110,100,50,65,100,77,50
https://www.elderstats.com/character/990,Mage,5,17,15,6,10,5,5,32,37,31,53,30,40,32,9,10,10,10,8,6,5,40,51,46,40,50,40,35,50
https://www.elderstats.com/character/992,Battlemage,4,26,25,30,4,20,29,100,100,100,100,100,100,25,101,44,35,15,95,100,17,85,100,100,100,66,40,88,52
https://www.elderstats.com/character/993,Battlemage,1,45,46,17,12,8,61,100,22,100,40,100,100,74,46,53,65,19,93,64,19,36,100,75,100,81,51,59,51
https://www.elderstats.com/character/1000,Thief,46,95,100,18,6,25,11,15,10,6,17,42,30,6,100,100,100,100,100,100,100,100,100,100,100,100,80,70,67
https://www.elderstats.com/character/1005,Spellsword,20,61,48,25,13,10,66,15,100,42,51,32,37,50,31,24,10,31,17,13,13,57,48,70,40,40,53,40,48
https://www.elderstats.com/character/1012,Mage,5,22,14,5,5,106,5,10,23,10,16,11,17,18,18,7,11,10,10,56,5,30,50,40,40,41,30,40,29
https://www.elderstats.com/character/1015,Spellsword,100,84,102,100,19,43,100,93,100,100,100,100,80,100,64,100,55,63,63,77,50,100,425,100,100,100,100,86,69
https://www.elderstats.com/character/1023,Mage,10,36,19,20,12,12,21,100,82,92,100,68,75,66,34,22,8,51,30,26,9,62,100,100,54,60,55,58,56
https://www.elderstats.com/character/1024,Mage,5,56,43,21,5,11,31,35,55,81,100,108,56,53,63,41,22,17,47,59,29,63,95,115,37,61,47,45,51
https://www.elderstats.com/character/1051,Thief,1,22,17,11,7,10,12,6,3,5,15,10,10,11,44,41,30,31,52,56,30,45,40,30,82,83,42,30,60
https://www.elderstats.com/character/1059,Assassin,6,31,51,25,6,19,47,31,7,18,38,35,15,10,62,49,47,20,56,64,13,63,56,44,77,56,38,55,50
https://www.elderstats.com/character/1063,Thief,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,73,78,84,94,68,40,63
https://www.elderstats.com/character/1073,Mage,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
https://www.elderstats.com/character/1074,Archer,7,100,112,19,53,52,37,73,84,52,61,41,46,100,120,100,115,51,53,112,93,100,68,100,100,100,62,76,73
https://www.elderstats.com/character/1076,Mage,,,,,,,,,,,,,,,,,,,,,,64,100,100,51,69,50,74,53
https://www.elderstats.com/character/1092,Acrobat,38,43,43,39,15,18,7,71,5,11,18,21,5,25,61,40,57,43,75,100,32,56,49,45,62,57,52,55,50
https://www.elderstats.com/character/1094,Assassin,40,42,68,75,36,66,43,8,4,5,19,50,25,14,75,32,26,20,62,100,16,100,47,36,60,100,60,55,55
https://www.elderstats.com/character/1106,Mage,,,,,,,,,,,,,,,,,,,,,,80,100,100,80,100,30,100,100
https://www.elderstats.com/character/1107,Assassin,5,11,30,5,5,15,5,25,5,5,5,25,5,5,40,15,30,30,15,35,10,40,40,30,50,65,35,40,50
https://www.elderstats.com/character/1119,Scout,91,84,98,62,28,53,25,100,15,13,18,8,15,44,68,63,46,75,97,88,75,105,60,49,108,100,99,57,61
https://www.elderstats.com/character/1120,Battlemage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,110,100,86,100,100,47,50
https://www.elderstats.com/character/1123,Knight,,,,,,,,,,,,,,,,,,,,,,103,100,100,100,105,100,100,100
https://www.elderstats.com/character/1131,Monk,99,79,70,50,0,52,98,100,98,0,64,23,25,64,70,5,62,45,57,49,20,82,79,61,68,63,76,56,50
https://www.elderstats.com/character/1132,Assassin,8,37,71,18,10,5,26,25,21,8,28,16,28,20,57,72,50,17,57,83,10,66,59,36,58,84,60,29,51
https://www.elderstats.com/character/1146,Crusader,20,37,37,13,35,41,41,5,5,5,25,5,5,26,12,5,5,15,6,5,15,58,40,35,25,38,55,50,50
https://www.elderstats.com/character/1154,Mage,38,48,47,26,21,24,28,37,100,106,102,100,47,61,47,21,13,21,75,87,22,88,147,120,53,47,62,48,52
https://www.elderstats.com/character/1162,Nightblade,70,58,67,40,26,17,41,100,58,25,74,59,25,66,78,80,10,41,19,41,27,50,88,67,45,98,100,64,50
https://www.elderstats.com/character/1193,Battlemage,100,79,100,51,100,82,100,101,100,110,110,100,100,80,64,82,27,89,100,55,86,100,110,100,95,85,81,100,55
https://www.elderstats.com/character/1198,Mage,26,16,59,31,31,8,43,31,36,61,56,26,41,37,59,48,20,18,28,33,17,52,66,55,47,50,50,40,50
https://www.elderstats.com/character/1199,Assassin,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,10,10,10,10,10,10,10,10
https://www.elderstats.com/character/1211,Mage,5,5,5,5,5,5,5,35,35,40,30,35,40,40,5,5,5,5,5,5,5,40,55,55,30,30,30,40,50
https://www.elderstats.com/character/1217,Bard,99,79,102,54,27,20,109,36,56,71,53,51,36,71,68,63,27,49,101,48,46,89,79,102,64,64,74,53,60
https://www.elderstats.com/character/1218,Thief,98,87,120,65,46,65,59,31,72,100,44,0,45,67,110,111,109,75,110,130,56,112,97,97,102,220,98,71,51
https://www.elderstats.com/character/1225,Nightblade,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
https://www.elderstats.com/character/1232,Knight,100,70,88,94,95,82,100,94,65,75,56,88,67,67,61,91,57,44,51,44,86,100,100,100,77,85,100,97,50
https://www.elderstats.com/character/1238,Acrobat,7,45,9,14,5,45,5,6,5,5,10,5,5,6,56,39,49,34,40,23,49,40,40,30,69,94,40,47,50
https://www.elderstats.com/character/1239,Knight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,40,30,30,40,50,55,50
https://www.elderstats.com/character/1284,Healer,6,25,24,16,16,9,11,35,35,20,37,40,20,43,24,24,10,29,15,8,27,48,50,58,30,30,30,48,52
https://www.elderstats.com/character/1296,Nightblade,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
https://www.elderstats.com/character/1306,Rogue,34,57,76,46,10,21,18,39,10,8,17,29,10,36,25,74,14,34,25,22,26,53,43,40,79,63,55,47,60
https://www.elderstats.com/character/1309,Agent,10,100,100,25,15,65,55,5,5,50,5,95,5,10,100,90,100,95,100,100,100,100,100,100,100,100,100,100,73
https://www.elderstats.com/character/1310,Sorcerer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,80,60
https://www.elderstats.com/character/1318,Mage,7,32,26,28,8,7,28,72,63,52,58,51,62,71,23,9,9,24,31,29,42,50,94,91,49,51,48,53,60
https://www.elderstats.com/character/1344,Assassin,34,66,81,44,17,18,54,67,27,10,36,68,11,27,58,79,68,28,107,86,28,83,84,49,71,72,63,55,50
https://www.elderstats.com/character/1348,Warrior,58,70,100,43,53,36,23,82,100,41,22,15,16,48,100,73,7,64,45,91,53,132,77,100,99,100,87,49,50
https://www.elderstats.com/character/1351,Mage,27,40,24,20,15,37,27,83,44,32,81,36,36,58,48,47,5,37,27,19,29,80,49,68,56,61,43,31,58
https://www.elderstats.com/character/1369,Mage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100
https://www.elderstats.com/character/1376,Knight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100
https://www.elderstats.com/character/1377,Bard,36,56,21,51,0,30,70,46,0,0,29,31,45,38,82,100,36,37,21,21,36,98,68,37,53,100,46,48,68
https://www.elderstats.com/character/1378,Battlemage,242,268,251,241,94,46,231,216,241,136,258,120,142,174,231,248,254,189,192,230,136,55,53,43,82,23,46,19,50
https://www.elderstats.com/character/1384,Assassin,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,102,143,345,213,110,182,163,189
https://www.elderstats.com/character/1388,Rogue,56,85,83,58,41,39,74,88,37,26,24,26,5,56,70,100,29,46,87,46,33,70,67,69,83,74,57,60,60
https://www.elderstats.com/character/1393,Sorcerer,10,37,9,12,21,5,49,57,41,45,66,16,45,48,25,15,9,23,20,28,13,66,61,82,41,41,56,40,50
https://www.elderstats.com/character/1395,Warrior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,43,56,78,76,98,45,23
https://www.elderstats.com/character/1397,Battlemage,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
https://www.elderstats.com/character/1465,Scout,100,83,101,100,35,34,50,100,57,81,56,79,52,73,72,100,64,43,84,95,36,120,102,111,96,92,96,45,53
https://www.elderstats.com/character/1469,Assassin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,37,6,53,67,92,31,50
https://www.elderstats.com/character/1481,Warrior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,60,50,103,103,105,30,20
https://www.elderstats.com/character/1490,Mage,9,25,9,11,6,5,7,89,67,82,76,67,67,58,14,10,5,20,14,18,8,35,100,100,47,40,42,81,50
https://www.elderstats.com/character/1491,Assassin,21,39,91,28,10,12,5,86,6,41,24,10,15,38,86,69,64,27,110,110,10,84,71,47,100,109,50,30,63
https://www.elderstats.com/character/1502,Monk,8,32,27,12,11,30,16,10,33,11,16,11,16,13,45,35,37,17,38,37,11,49,50,45,50,69,52,40,50
https://www.elderstats.com/character/1517,Battlemage,96,100,100,98,91,86,100,100,100,100,100,79,100,95,92,100,91,79,89,100,87,100,100,94,83,97,94,78,69
https://www.elderstats.com/character/1523,Assassin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,63,54,55,81,56,47,50
https://www.elderstats.com/character/1524,Mage,21,48,40,21,17,16,29,82,61,62,66,58,63,45,58,44,33,25,87,57,30,62,77,76,59,49,53,66,41
https://www.elderstats.com/character/1525,Spellsword,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,40,30,30,40,40,50,50
https://www.elderstats.com/character/1530,Battlemage,6,42,44,7,28,7,17,44,100,100,100,100,100,36,38,7,9,30,79,18,21,58,99,99,26,30,42,40,50
https://www.elderstats.com/character/1533,Knight,66,45,70,78,67,54,87,7,5,5,15,58,5,30,26,15,5,23,23,11,83,100,34,65,54,44,110,95,50
https://www.elderstats.com/character/1537,Nightblade,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,100,100,100,100,69,100,66
https://www.elderstats.com/character/1546,Rogue,42,85,92,35,15,15,20,45,20,15,35,35,16,43,100,79,37,43,90,61,85,75,63,61,69,95,62,79,58
https://www.elderstats.com/character/1549,Assassin,29,60,95,37,20,27,27,44,7,19,37,19,13,51,100,100,95,33,100,100,26,100,55,37,100,55,53,63,58
https://www.elderstats.com/character/1551,Sorcerer,100,89,100,100,5,3,100,34,100,100,100,87,100,100,78,100,39,100,100,74,30,100,100,100,100,100,100,74,50
https://www.elderstats.com/character/1580,Thief,43,49,38,27,9,16,21,52,72,10,18,62,50,35,55,110,92,62,90,102,98,87,77,88,88,85,71,102,60
https://www.elderstats.com/character/1707,Warrior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,87,65,75,54,100,50,50
https://www.elderstats.com/character/1820,Agent,72,70,72,41,26,25,30,50,56,50,51,57,50,50,92,100,57,80,77,100,38,79,77,73,77,73,67,61,60
https://www.elderstats.com/character/1868,Thief,37,43,50,20,18,36,18,69,90,8,30,83,10,27,34,71,16,26,62,92,14,71,56,66,100,84,65,47,61
